,facet,anchor,stem_text,cosine_similarity,drift_flag,length_flag
44,Systems Perspective,I see how parts fit a whole.,I grasp how different parts create a single unit.,0.7516837,0,0
45,Systems Perspective,I see how parts fit a whole.,I perceive how individual sections contribute to a complete picture.,0.6595819,1,0
46,Systems Perspective,I see how parts fit a whole.,I comprehend how separate pieces fit into a larger framework.,0.7294599,1,0
47,Systems Perspective,I see how parts fit a whole.,I identify how individual elements fit into a bigger picture.,0.6261064,1,0
48,Systems Perspective,I see how parts fit a whole.,I discern how components work together as a whole.,0.641951,1,0
49,Systems Perspective,I see how parts fit a whole.,I see how different sections create a complete structure.,0.61706513,1,0
50,Systems Perspective,I see how parts fit a whole.,I realize how individual elements are part of a whole.,0.66796666,1,0
51,Systems Perspective,I see how parts fit a whole.,I observe how components fit into a larger system.,0.7190609,1,0
52,Systems Perspective,I see how parts fit a whole.,I understand how different pieces make up a complete picture.,0.7307968,1,0
53,Systems Perspective,I see how parts fit a whole.,I can see how various elements form a whole.,0.6840358,1,0
54,Systems Perspective,I see how parts fit a whole.,I recognize how parts come together as one.,0.7918416,0,0
55,Systems Perspective,I see how parts fit a whole.,I notice how different pieces fit into a complete unit.,0.75363636,0,0
56,Foresight,I anticipate future outcomes.,I look forward to what will happen next.,0.59454733,1,0
57,Foresight,I anticipate future outcomes.,I expect what is going to occur.,0.67481977,1,0
58,Foresight,I anticipate future outcomes.,I think about what will happen in the future.,0.610397,1,0
59,Foresight,I anticipate future outcomes.,I foresee what is coming.,0.698652,1,0
60,Foresight,I anticipate future outcomes.,I imagine what will occur later.,0.6271323,1,0
61,Foresight,I anticipate future outcomes.,I plan for what might happen.,0.65587014,1,0
62,Foresight,I anticipate future outcomes.,I prepare for the future outcomes.,0.7787678,0,0
63,Foresight,I anticipate future outcomes.,I consider the results of upcoming events.,0.65759903,1,0
64,Foresight,I anticipate future outcomes.,I predict what will happen soon.,0.73732173,1,0
65,Foresight,I anticipate future outcomes.,I envision what lies ahead.,0.7586576,0,0
66,Foresight,I anticipate future outcomes.,I focus on what is likely to occur.,0.6211325,1,0
67,Foresight,I anticipate future outcomes.,I get ready for future events.,0.5657618,1,0
68,Foresight,I anticipate future outcomes.,I think about future possibilities.,0.6477046,1,0
69,Foresight,I anticipate future outcomes.,I evaluate what is going to happen.,0.6017708,1,0
70,Foresight,I anticipate future outcomes.,I imagine future situations.,0.61513495,1,0
71,Foresight,I anticipate future outcomes.,I predict future events.,0.6935434,1,0
72,Foresight,I anticipate future outcomes.,I see what is coming in the future.,0.64622355,1,0
73,Foresight,I anticipate future outcomes.,I expect what will happen next.,0.6738503,1,0
74,Foresight,I anticipate future outcomes.,I anticipate what might happen soon.,0.7910006,0,0
75,Foresight,I anticipate future outcomes.,I prepare for coming events.,0.5881742,1,0
76,Foresight,I anticipate future outcomes.,I consider what will occur later.,0.67024684,1,0
77,Foresight,I anticipate future outcomes.,I foresee upcoming events.,0.78160626,0,0
78,Foresight,I anticipate future outcomes.,I imagine what the future holds.,0.61967534,1,0
79,Foresight,I anticipate future outcomes.,I think about what is to come.,0.61051166,1,0
80,Foresight,I anticipate future outcomes.,I contemplate future events.,0.69221854,1,0
81,Foresight,I anticipate future outcomes.,I expect future developments.,0.6112789,1,0
82,Foresight,I anticipate future outcomes.,I envision what will take place.,0.7157881,1,0
83,Foresight,I anticipate future outcomes.,I imagine possible future outcomes.,0.7103245,1,0
84,Curiosity,I enjoy exploring new ideas.,I like discovering new concepts.,0.87080944,0,0
85,Curiosity,I enjoy exploring new ideas.,I find joy in learning about new topics.,0.7189487,1,0
86,Curiosity,I enjoy exploring new ideas.,I am keen on understanding different ideas.,0.48233587,1,0
87,Curiosity,I enjoy exploring new ideas.,I love to learn about new things.,0.748784,1,0
88,Curiosity,I enjoy exploring new ideas.,I take pleasure in exploring different thoughts.,0.8349084,0,0
89,Curiosity,I enjoy exploring new ideas.,I am interested in discovering new ideas.,0.6600735,1,0
90,Curiosity,I enjoy exploring new ideas.,I enjoy learning about unfamiliar subjects.,0.7639486,0,0
91,Curiosity,I enjoy exploring new ideas.,I like finding out about new ideas.,0.8953402,0,0
92,Curiosity,I enjoy exploring new ideas.,I am curious about exploring new concepts.,0.7021309,1,0
93,Curiosity,I enjoy exploring new ideas.,I delight in discovering fresh ideas.,0.89561164,0,0
94,Curiosity,I enjoy exploring new ideas.,I take interest in learning new things.,0.7648401,0,0
95,Curiosity,I enjoy exploring new ideas.,I like to explore different ideas.,0.91870505,0,0
96,Curiosity,I enjoy exploring new ideas.,I am enthusiastic about new ideas.,0.7502798,0,0
97,Curiosity,I enjoy exploring new ideas.,I find it exciting to learn new things.,0.74596536,1,0
98,Curiosity,I enjoy exploring new ideas.,I enjoy broadening my knowledge with new ideas.,0.8354261,0,0
99,Curiosity,I enjoy exploring new ideas.,I am eager to explore new concepts.,0.7784537,0,0
100,Curiosity,I enjoy exploring new ideas.,I find it fulfilling to discover new ideas.,0.79200864,0,0
101,Curiosity,I enjoy exploring new ideas.,I appreciate learning about different ideas.,0.74383307,1,0
102,Curiosity,I enjoy exploring new ideas.,I love the challenge of new ideas.,0.820969,0,0
103,Curiosity,I enjoy exploring new ideas.,I am passionate about exploring new ideas.,0.84456605,0,0
104,Curiosity,I enjoy exploring new ideas.,I relish the opportunity to learn new things.,0.7592013,0,0
105,Curiosity,I enjoy exploring new ideas.,I am open to discovering new ideas.,0.77386475,0,0
106,Curiosity,I enjoy exploring new ideas.,I enjoy engaging with fresh concepts.,0.8582059,0,0
107,Curiosity,I enjoy exploring new ideas.,I am thrilled by exploring new ideas.,0.8300934,0,0
108,Curiosity,I enjoy exploring new ideas.,I like to uncover new thoughts.,0.8271426,0,0
109,Curiosity,I enjoy exploring new ideas.,I take joy in learning about new ideas.,0.8012684,0,0
110,Curiosity,I enjoy exploring new ideas.,I am fascinated by new concepts.,0.76756907,0,0
111,Reflective Learning,I think about what I’ve learned.,I reflect on my learning experiences.,0.76519525,0,0
112,Reflective Learning,I think about what I’ve learned.,I consider what I have studied.,0.61797976,1,0
113,Reflective Learning,I think about what I’ve learned.,I review the things I’ve learned.,0.72572935,1,0
114,Reflective Learning,I think about what I’ve learned.,I go over the lessons in my mind.,0.6828903,1,0
115,Reflective Learning,I think about what I’ve learned.,I think about the knowledge I gained.,0.8574113,0,0
116,Reflective Learning,I think about what I’ve learned.,I ponder the new information I received.,0.66116536,1,0
117,Reflective Learning,I think about what I’ve learned.,I recall the topics I’ve covered.,0.42418194,1,0
118,Reflective Learning,I think about what I’ve learned.,I focus on what I have understood.,0.6588795,1,0
119,Reflective Learning,I think about what I’ve learned.,I remember what I have been taught.,0.58772635,1,0
120,Reflective Learning,I think about what I’ve learned.,I look back on my learning.,0.6890197,1,0
121,Reflective Learning,I think about what I’ve learned.,I analyze the material I’ve studied.,0.5681666,1,0
122,Reflective Learning,I think about what I’ve learned.,I contemplate the lessons I’ve had.,0.82828057,0,0
123,Reflective Learning,I think about what I’ve learned.,I think about the subjects I’ve learned.,0.78601825,0,0
124,Reflective Learning,I think about what I’ve learned.,I evaluate the things I’ve been taught.,0.72046435,1,0
125,Reflective Learning,I think about what I’ve learned.,I consider the knowledge I have acquired.,0.73002136,1,0
126,Reflective Learning,I think about what I’ve learned.,I reflect on what I have learned recently.,0.75472665,0,0
127,Reflective Learning,I think about what I’ve learned.,I pay attention to what I have studied.,0.5820323,1,0
128,Reflective Learning,I think about what I’ve learned.,I think over the things I’ve learned.,0.85824037,0,0
129,Reflective Learning,I think about what I’ve learned.,I dwell on the lessons I’ve received.,0.7937954,0,0
130,Reflective Learning,I think about what I’ve learned.,I think about the information I have absorbed.,0.83610016,0,0
131,Reflective Learning,I think about what I’ve learned.,I assess what I have learned.,0.7620136,0,0
132,Reflective Learning,I think about what I’ve learned.,I review the things I’ve been taught.,0.67330205,1,0
133,Reflective Learning,I think about what I’ve learned.,I think about the skills I have acquired.,0.75496423,0,0
134,Reflective Learning,I think about what I’ve learned.,I think over my recent learning experiences.,0.8086987,0,0
135,Reflective Learning,I think about what I’ve learned.,I consider the topics I’ve covered.,0.3978684,1,0
136,Reflective Learning,I think about what I’ve learned.,I think back to my recent lessons.,0.7421663,1,0
137,Reflective Learning,I think about what I’ve learned.,I evaluate the information I have learned.,0.70528924,1,0
138,Reflective Learning,I think about what I’ve learned.,I focus on the lessons I have received.,0.74771214,1,0
139,Sense-Making,I turn data into clear stories.,I transform data into understandable stories.,0.8532193,0,0
140,Sense-Making,I turn data into clear stories.,I make data easy to understand by telling stories.,0.8547082,0,0
141,Sense-Making,I turn data into clear stories.,I convert data into simple stories.,0.8798481,0,0
142,Sense-Making,I turn data into clear stories.,I change data into stories that are easy to follow.,0.8687499,0,0
143,Sense-Making,I turn data into clear stories.,I create stories from data that are clear.,0.9095546,0,0
144,Sense-Making,I turn data into clear stories.,I develop stories from data that are easy to grasp.,0.78940815,0,0
145,Sense-Making,I turn data into clear stories.,I turn information into stories that make sense.,0.7395582,1,0
146,Sense-Making,I turn data into clear stories.,I shape data into stories that are easy to understand.,0.8664991,0,0
147,Sense-Making,I turn data into clear stories.,I craft data into stories that are clear.,0.898854,0,0
148,Sense-Making,I turn data into clear stories.,I present data as stories that are easy to follow.,0.81485015,0,0
149,Sense-Making,I turn data into clear stories.,I tell stories with data that everyone can understand.,0.73595464,1,0
150,Sense-Making,I turn data into clear stories.,I use data to create stories that are simple.,0.8254123,0,0
151,Sense-Making,I turn data into clear stories.,I make stories from data that are clear.,0.89551675,0,0
152,Sense-Making,I turn data into clear stories.,I build stories from data that are easy to understand.,0.85418046,0,0
153,Sense-Making,I turn data into clear stories.,I translate data into stories that are clear.,0.88451755,0,0
154,Sense-Making,I turn data into clear stories.,I organize data into stories that make sense.,0.8833551,0,0
155,Sense-Making,I turn data into clear stories.,I convert information into stories that are easy to follow.,0.74006623,1,0
156,Sense-Making,I turn data into clear stories.,I design stories from data that are clear.,0.8576372,0,0
157,Sense-Making,I turn data into clear stories.,I turn complex data into simple stories.,0.8589988,0,0
158,Sense-Making,I turn data into clear stories.,I express data as stories that are easy to understand.,0.82341313,0,0
159,Sense-Making,I turn data into clear stories.,I create clear stories using data.,0.9319955,0,0
160,Sense-Making,I turn data into clear stories.,I make stories with data that are easy to grasp.,0.8430296,0,0
161,Sense-Making,I turn data into clear stories.,I write stories from data that are clear.,0.85091335,0,0
162,Sense-Making,I turn data into clear stories.,I produce stories using data that are easy to understand.,0.8260148,0,0
163,Sense-Making,I turn data into clear stories.,I explain data through stories that make sense.,0.8411989,0,0
164,Sense-Making,I turn data into clear stories.,I shape information into stories that are easy to grasp.,0.72931886,1,0
165,Sense-Making,I turn data into clear stories.,I compose stories from data that are clear.,0.8651334,0,0
166,Sense-Making,I turn data into clear stories.,I interpret data into stories that everyone can follow.,0.8637508,0,0
167,Ideation,I generate many ideas quickly.,I come up with ideas fast.,0.8794537,0,0
168,Ideation,I generate many ideas quickly.,I think of many ideas in little time.,0.8079474,0,0
169,Ideation,I generate many ideas quickly.,I quickly create a lot of ideas.,0.942531,0,0
170,Ideation,I generate many ideas quickly.,I easily generate lots of ideas.,0.8513516,0,0
171,Ideation,I generate many ideas quickly.,I produce numerous ideas quickly.,0.95944744,0,0
172,Ideation,I generate many ideas quickly.,I rapidly form many ideas.,0.8875256,0,0
173,Ideation,I generate many ideas quickly.,I am quick at thinking of ideas.,0.82761514,0,0
174,Ideation,I generate many ideas quickly.,I quickly think of multiple ideas.,0.65431833,1,0
175,Ideation,I generate many ideas quickly.,I have a fast imagination for ideas.,0.81219065,0,0
176,Ideation,I generate many ideas quickly.,I can generate ideas speedily.,0.88829124,0,0
177,Ideation,I generate many ideas quickly.,I develop ideas swiftly and often.,0.8991091,0,0
178,Ideation,I generate many ideas quickly.,I am fast at creating ideas.,0.8610692,0,0
179,Ideation,I generate many ideas quickly.,I can come up with ideas quickly.,0.8248355,0,0
180,Ideation,I generate many ideas quickly.,I find it easy to think of ideas fast.,0.68934804,1,0
181,Ideation,I generate many ideas quickly.,I have no trouble generating ideas quickly.,0.7695824,0,0
182,Ideation,I generate many ideas quickly.,I am good at thinking of ideas quickly.,0.8337342,0,0
183,Ideation,I generate many ideas quickly.,I think of new ideas quickly.,0.8912957,0,0
184,Ideation,I generate many ideas quickly.,I quickly imagine many different ideas.,0.5192929,1,0
185,Ideation,I generate many ideas quickly.,I can easily think of many ideas.,0.533893,1,0
186,Ideation,I generate many ideas quickly.,I am able to create ideas quickly.,0.87663496,0,0
187,Ideation,I generate many ideas quickly.,I quickly develop a lot of ideas.,0.9082464,0,0
188,Ideation,I generate many ideas quickly.,I have many ideas in a short time.,0.6549082,1,0
189,Ideation,I generate many ideas quickly.,I quickly come up with new ideas.,0.7959433,0,0
190,Ideation,I generate many ideas quickly.,I generate several ideas in little time.,0.9030068,0,0
191,Ideation,I generate many ideas quickly.,I am fast at producing new ideas.,0.8708619,0,0
192,Ideation,I generate many ideas quickly.,I quickly have a lot of ideas.,0.887429,0,0
193,Ideation,I generate many ideas quickly.,I quickly bring forth many ideas.,0.87210935,0,0
194,Innovation,I turn ideas into real projects.,I make ideas become real projects.,0.9449676,0,0
195,Innovation,I turn ideas into real projects.,I transform ideas into actual projects.,0.9314873,0,0
196,Innovation,I turn ideas into real projects.,I convert ideas into real projects.,0.95734096,0,0
197,Innovation,I turn ideas into real projects.,I develop ideas into concrete projects.,0.8787699,0,0
198,Innovation,I turn ideas into real projects.,I create real projects from ideas.,0.9031428,0,0
199,Innovation,I turn ideas into real projects.,I bring ideas to life as projects.,0.90260094,0,0
200,Innovation,I turn ideas into real projects.,I build real projects from ideas.,0.8616369,0,0
201,Innovation,I turn ideas into real projects.,I put ideas into real projects.,0.88345164,0,0
202,Innovation,I turn ideas into real projects.,I turn concepts into real projects.,0.95003235,0,0
203,Innovation,I turn ideas into real projects.,I produce real projects from ideas.,0.8812131,0,0
204,Innovation,I turn ideas into real projects.,I realize ideas into projects.,0.7944038,0,0
205,Innovation,I turn ideas into real projects.,I shape ideas into real projects.,0.8788837,0,0
206,Innovation,I turn ideas into real projects.,I craft ideas into actual projects.,0.8409103,0,0
207,Innovation,I turn ideas into real projects.,I work on ideas to make them real projects.,0.8929904,0,0
208,Innovation,I turn ideas into real projects.,I execute ideas into real projects.,0.91567314,0,0
209,Innovation,I turn ideas into real projects.,I implement ideas into actual projects.,0.89861536,0,0
210,Innovation,I turn ideas into real projects.,I carry ideas into real projects.,0.8193136,0,0
211,Innovation,I turn ideas into real projects.,I change ideas into real projects.,0.82771456,0,0
212,Innovation,I turn ideas into real projects.,I actualize ideas as real projects.,0.8669054,0,0
213,Innovation,I turn ideas into real projects.,I evolve ideas into real projects.,0.8499806,0,0
214,Innovation,I turn ideas into real projects.,I establish real projects from ideas.,0.8579612,0,0
215,Innovation,I turn ideas into real projects.,I develop real projects from concepts.,0.8620504,0,0
216,Innovation,I turn ideas into real projects.,I translate ideas into real projects.,0.91015995,0,0
217,Innovation,I turn ideas into real projects.,I make projects from ideas.,0.8505951,0,0
218,Innovation,I turn ideas into real projects.,I create projects from ideas.,0.87126243,0,0
219,Innovation,I turn ideas into real projects.,I achieve real projects from ideas.,0.84451395,0,0
220,Innovation,I turn ideas into real projects.,I turn thoughts into real projects.,0.96477383,0,0
221,Innovation,I turn ideas into real projects.,I bring projects to life from ideas.,0.8935746,0,0
222,Aesthetic Sensitivity,I notice small design details.,I pay attention to small design details.,0.859782,0,0
223,Aesthetic Sensitivity,I notice small design details.,I often see little design details.,0.8490709,0,0
224,Aesthetic Sensitivity,I notice small design details.,I focus on the small details in designs.,0.76786524,0,0
225,Aesthetic Sensitivity,I notice small design details.,I observe the small details in a design.,0.88962907,0,0
226,Aesthetic Sensitivity,I notice small design details.,I am aware of small details in designs.,0.8706064,0,0
227,Aesthetic Sensitivity,I notice small design details.,I catch the small design details.,0.8214008,0,0
228,Aesthetic Sensitivity,I notice small design details.,I spot small details in a design.,0.89505434,0,0
229,Aesthetic Sensitivity,I notice small design details.,I see small details in designs.,0.9082639,0,0
230,Aesthetic Sensitivity,I notice small design details.,I look closely at small design details.,0.90683293,0,0
231,Aesthetic Sensitivity,I notice small design details.,I notice the minor details in a design.,0.9336036,0,0
232,Aesthetic Sensitivity,I notice small design details.,I find small details in designs.,0.8766541,0,0
233,Aesthetic Sensitivity,I notice small design details.,I often catch tiny design details.,0.879756,0,0
234,Aesthetic Sensitivity,I notice small design details.,I am attentive to small details in designs.,0.803194,0,0
235,Aesthetic Sensitivity,I notice small design details.,I can see small design details.,0.8682606,0,0
236,Aesthetic Sensitivity,I notice small design details.,I recognize little details in designs.,0.87646246,0,0
237,Aesthetic Sensitivity,I notice small design details.,I observe minor details in designs.,0.8742918,0,0
238,Aesthetic Sensitivity,I notice small design details.,I pay attention to the small aspects of designs.,0.81514835,0,0
239,Aesthetic Sensitivity,I notice small design details.,I see the fine details in a design.,0.8356041,0,0
240,Aesthetic Sensitivity,I notice small design details.,I focus on minor details in designs.,0.7915151,0,0
241,Aesthetic Sensitivity,I notice small design details.,I notice the little aspects of a design.,0.8741597,0,0
242,Aesthetic Sensitivity,I notice small design details.,I am aware of the small parts in designs.,0.7161927,1,0
243,Aesthetic Sensitivity,I notice small design details.,I catch the fine details in designs.,0.76177466,0,0
244,Aesthetic Sensitivity,I notice small design details.,I spot the tiny details in a design.,0.87871313,0,0
245,Aesthetic Sensitivity,I notice small design details.,I observe the fine points of a design.,0.7575226,0,0
246,Aesthetic Sensitivity,I notice small design details.,I see the minor details in designs.,0.9006583,0,0
247,Aesthetic Sensitivity,I notice small design details.,I pay attention to the fine aspects of a design.,0.76344585,0,0
248,Aesthetic Sensitivity,I notice small design details.,I focus on the tiny design details.,0.77388096,0,0
249,Aesthetic Sensitivity,I notice small design details.,I am aware of the little design details.,0.67336476,1,0
250,Improvisation,I adapt when plans change.,I adjust when things don't go as planned.,0.7444037,1,0
251,Improvisation,I adapt when plans change.,I am flexible when plans shift.,0.78125775,0,0
252,Improvisation,I adapt when plans change.,I go with the flow when schedules change.,0.5973011,1,0
253,Improvisation,I adapt when plans change.,I handle changes to plans easily.,0.61436963,1,0
254,Improvisation,I adapt when plans change.,I manage well when plans are different.,0.78871477,0,0
255,Improvisation,I adapt when plans change.,I cope with changes in plans.,0.8820025,0,0
256,Improvisation,I adapt when plans change.,I modify my actions when plans alter.,0.823186,0,0
257,Improvisation,I adapt when plans change.,I am okay with changes in plans.,0.5994423,1,0
258,Improvisation,I adapt when plans change.,I can handle it when plans are revised.,0.6128737,1,0
259,Improvisation,I adapt when plans change.,I respond well to adjustments in plans.,0.73196775,1,0
260,Improvisation,I adapt when plans change.,I deal with changes to plans smoothly.,0.7833365,0,0
261,Improvisation,I adapt when plans change.,I alter my approach when plans differ.,0.7983241,0,0
262,Improvisation,I adapt when plans change.,I embrace changes when plans are updated.,0.7490518,1,0
263,Improvisation,I adapt when plans change.,I am comfortable with changes in plans.,0.66039556,1,0
264,Improvisation,I adapt when plans change.,I work well with new plans.,0.70909095,1,0
265,Improvisation,I adapt when plans change.,I am adaptable when plans change.,0.9072212,0,0
266,Improvisation,I adapt when plans change.,I can adjust when plans are altered.,0.798289,0,0
267,Improvisation,I adapt when plans change.,I make changes when plans don't stay the same.,0.8611367,0,0
268,Improvisation,I adapt when plans change.,I am open to changes in plans.,0.62631094,1,0
269,Improvisation,I adapt when plans change.,I rearrange my schedule when plans shift.,0.7583249,0,0
270,Improvisation,I adapt when plans change.,I can manage when plans are modified.,0.6861677,1,0
271,Improvisation,I adapt when plans change.,I am able to adapt to new situations.,0.67831576,1,0
272,Improvisation,I adapt when plans change.,I change my plans when necessary.,0.79134154,0,0
273,Improvisation,I adapt when plans change.,I find it easy to adapt to changes.,0.51920325,1,0
274,Improvisation,I adapt when plans change.,I am quick to adjust when plans change.,0.73864317,1,0
275,Improvisation,I adapt when plans change.,I can switch my plans easily.,0.55811816,1,0
276,Improvisation,I adapt when plans change.,I stay calm when plans change.,0.7148209,1,0
277,Improvisation,I adapt when plans change.,I am ready to change plans if needed.,0.5616852,1,0
278,Experimentation,I test ideas to see what works.,I try out ideas to find the best solution.,0.81902975,0,0
279,Experimentation,I test ideas to see what works.,I experiment with ideas to discover what is effective.,0.8963197,0,0
280,Experimentation,I test ideas to see what works.,I check my ideas to know which ones are successful.,0.8439003,0,0
281,Experimentation,I test ideas to see what works.,I explore different ideas to determine their effectiveness.,0.7844711,0,0
282,Experimentation,I test ideas to see what works.,I apply my ideas to see which ones work well.,0.8812938,0,0
283,Experimentation,I test ideas to see what works.,I use my ideas in practice to test their success.,0.8473302,0,0
284,Experimentation,I test ideas to see what works.,I evaluate ideas to see which ones are the best.,0.855899,0,0
285,Experimentation,I test ideas to see what works.,I try different ideas to see how they work out.,0.8760344,0,0
286,Experimentation,I test ideas to see what works.,I put my ideas into action to see their results.,0.6456759,1,0
287,Experimentation,I test ideas to see what works.,I test my ideas to find out which ones are useful.,0.9172646,0,0
288,Experimentation,I test ideas to see what works.,I experiment with different ideas to check their success.,0.9008723,0,0
289,Experimentation,I test ideas to see what works.,I try ideas to see which ones are effective.,0.8767642,0,0
290,Experimentation,I test ideas to see what works.,I see how my ideas work by testing them out.,0.82515156,0,0
291,Experimentation,I test ideas to see what works.,I try out different ideas to see their results.,0.8961252,0,0
292,Experimentation,I test ideas to see what works.,I check which ideas are good by testing them.,0.8615953,0,0
293,Experimentation,I test ideas to see what works.,I use my ideas to see which ones are effective.,0.8338077,0,0
294,Experimentation,I test ideas to see what works.,I try new ideas to find out what works.,0.8577864,0,0
295,Experimentation,I test ideas to see what works.,I test different ideas to learn which are successful.,0.903862,0,0
296,Experimentation,I test ideas to see what works.,I test out my ideas to see which ones succeed.,0.9496778,0,0
297,Experimentation,I test ideas to see what works.,I use my ideas to test their effectiveness.,0.86170936,0,0
298,Experimentation,I test ideas to see what works.,I try ideas to see their outcomes.,0.8899633,0,0
299,Experimentation,I test ideas to see what works.,I put my ideas to the test to see their success.,0.7412729,1,0
300,Experimentation,I test ideas to see what works.,I experiment with ideas to see their effectiveness.,0.9256797,0,0
301,Experimentation,I test ideas to see what works.,I try different approaches to find out what works.,0.7713348,0,0
302,Experimentation,I test ideas to see what works.,I apply different ideas to see which ones work best.,0.8655561,0,0
303,Experimentation,I test ideas to see what works.,I test ideas to see their effectiveness.,0.9348805,0,0
304,Experimentation,I test ideas to see what works.,I try my ideas to see if they work.,0.8533035,0,0
305,Experimentation,I test ideas to see what works.,I explore ideas to understand which ones are effective.,0.7988109,0,0
306,Synthesising,I combine ideas into new concepts.,I create new ideas by mixing different thoughts.,0.869183,0,0
307,Synthesising,I combine ideas into new concepts.,I merge different ideas to form new concepts.,0.942826,0,0
308,Synthesising,I combine ideas into new concepts.,I bring together ideas to create something new.,0.83876956,0,0
309,Synthesising,I combine ideas into new concepts.,I develop new concepts by combining ideas.,0.9403802,0,0
310,Synthesising,I combine ideas into new concepts.,I fuse ideas into fresh concepts.,0.88522565,0,0
311,Synthesising,I combine ideas into new concepts.,I join ideas to make new concepts.,0.7394945,1,0
312,Synthesising,I combine ideas into new concepts.,I integrate different ideas to invent new things.,0.83930945,0,0
313,Synthesising,I combine ideas into new concepts.,I connect ideas to form new concepts.,0.87321055,0,0
314,Synthesising,I combine ideas into new concepts.,I unite ideas to generate new concepts.,0.9226049,0,0
315,Synthesising,I combine ideas into new concepts.,I weave ideas into new concepts.,0.89318603,0,0
